sitename,x,y,detection_history.o1,detection_history.o2,detection_history.o3,year
406,320308,4720524,0,0,0,2019
407,324501,4720713,0,0,0,2019
421,324359,4725588,0,0,0,2019
454,297354,4736805,0,0,0,2019
455,301343,4736761,0,0,0,2019
456,305374,4737305,0,0,0,2019
467,304436,4739455,0,0,0,2019
468,310000,4740218,0,0,0,2019
490,456239,4775941,0,0,0,2019
491,460116,4774858,0,0,0,2019
496,324693,4779466,0,0,0,2019
498,332170,4779097,0,0,0,2019
501,442717,4780527,0,0,0,2019
502,447359,4778640,0,0,0,2019
503,458905,4779207,0,0,0,2019
504,463380,4779422,0,0,0,2019
505,467370,4779405,0,0,0,2019
507,316606,4783517,0,0,0,2019
508,320177,4783626,0,0,0,2019
509,325740,4782180,0,0,0,2019
511,332728,4782894,0,0,0,2019
515,444315,4784873,0,0,0,2019
516,448549,4782591,0,0,0,2019
519,321043,4787072,0,0,0,2019
520,324043,4786951,0,0,0,2019
521,335958,4779638,0,0,0,2019
522,340011,4779211,0,0,0,2019
524,358816,4787838,0,0,0,2019
525,362991,4787154,0,0,0,2019
528,358667,4791924,0,0,0,2019
529,362868,4790176,0,0,0,2019
530,429444,4790214,0,0,0,2019
531,431554,4789572,0,0,0,2019
532,436851,4791110,0,0,0,2019
536,358569,4795363,0,0,0,2019
537,362972,4795085,0,0,0,2019
538,428506,4793328,0,0,0,2019
539,433861,4795953,0,0,0,2019
540,438047,4794847,0,0,0,2019
544,410706,4799244,0,0,0,2019
545,412604,4797634,0,0,0,2019
546,417283,4798886,0,0,0,2019
555,409698,4802761,0,0,0,2019
556,413634,4803065,0,0,0,2019
557,416712,4803710,0,0,NA,2019
594,417155,4833555,0,0,0,2019
595,420305,4834355,0,0,0,2019
596,416239,4837723,0,0,0,2019
597,421059,4837637,0,0,0,2019
599,420711,4841296,0,0,0,2019
600,441980,4852986,0,0,0,2019
601,444463,4853211,0,0,0,2019
602,447367,4852429,0,0,0,2019
604,438754,4855105,0,0,0,2019
605,443352,4856868,0,0,0,2019
606,337108,4783382,0,0,0,2019
607,340163,4783514,0,0,0,2019
617,352529,4714797,0,0,0,2019
618,355829,4713396,0,0,0,2019
619,359421,4713636,0,0,0,2019
625,355932,4716267,0,0,0,2019
626,358812,4717620,0,0,0,2019
635,258440,4721429,0,0,0,2019
636,278096,4722072,0,0,0,2019
637,355259,4722122,0,0,0,2019
644,254270,4725133,0,0,0,2019
645,259099,4724579,0,0,0,2019
646,263780,4725083,0,0,0,2019
647,275433,4724845,0,0,0,2019
648,278450,4725975,0,0,0,2019
655,258995,4728501,0,0,0,2019
656,273554,4728721,0,0,0,2019
657,278874,4730281,0,0,0,2019
661,274448,4733023,0,0,0,2019
100A,335338,4683191,0,0,0,2019
100B,334512,4684090,0,0,0,2019
111A,470640,4700454,0,0,0,2019
111B,472649,4703661,0,0,0,2019
112A,473411,4703107,0,0,0,2019
112B,476212,4702235,0,0,0,2019
113A,541416,4702451,0,0,0,2019
113B,540667,4701345,0,0,0,2019
114A,543731,4702092,0,0,0,2019
114B,543735,4700116,0,0,0,2019
132A,539695,4704395,0,0,0,2019
132B,541726,4703879,0,0,0,2019
134A,320049,4686527,0,0,0,2019
134B,318787,4687382,0,0,0,2019
137A,332316,4684337,0,0,0,2019
137B,330739,4685824,0,0,NA,2019
138A,335527,4686897,0,0,0,2019
138B,334099,4687923,0,0,NA,2019
146A,517568,4708021,0,NA,NA,2019
146B,516813,4710218,0,0,0,2019
147A,520224,4708694,0,0,0,2019
147B,522434,4710733,0,0,0,2019
154A,477022,4713487,0,0,0,2019
154B,475638,4715143,0,0,0,2019
155A,477492,4711898,0,0,0,2019
155B,478986,4713147,0,0,0,2019
156A,517482,4713012,0,0,0,2019
156B,519297,4713696,0,0,0,2019
157A,520874,4713760,0,0,0,2019
157B,522652,4715388,0,0,0,2019
15A,481052,4674522,0,0,0,2019
15B,480640,4676367,0,0,0,2019
161A,473809,4716851,0,0,0,2019
161B,475558,4716526,0,0,0,2019
162A,479696,4717645,0,0,0,2019
162B,479962,4719284,0,0,0,2019
163A,482329,4717302,0,0,0,2019
163B,483175,4715983,0,0,0,2019
164A,499154,4716989,0,0,0,2019
164B,499709,4715500,0,0,0,2019
165A,501225,4717202,0,0,0,2019
165B,500692,4718385,0,0,0,2019
166A,517439,4716490,0,0,0,2019
166B,519708,4717391,0,0,0,2019
167A,520057,4715718,0,0,0,2019
167B,523442,4717056,0,0,0,2019
16A,481887,4674199,0,0,0,2019
16B,483412,4676569,0,0,0,2019
171A,479495,4721586,0,0,0,2019
171B,479884,4720331,0,0,0,2019
172A,497959,4721422,0,0,0,2019
172B,497815,4722946,0,0,0,2019
173A,502500,4721209,0,0,0,2019
173B,500884,4720980,0,0,0,2019
177A,498830,4725333,0,0,0,2019
177B,500341,4724338,0,0,0,2019
178A,502813,4726105,NA,0,0,2019
178B,504358,4725408,NA,NA,0,2019
1801A,308564,4662934,0,0,0,2019
1801B,310443,4664051,0,0,0,2019
1802A,303975,4668007,0,0,0,2019
1802B,306590,4667488,0,0,0,2019
1804A,313211,4667867,0,0,0,2019
1804B,310805,4668238,0,0,0,2019
1819A,342500,4675688,0,0,0,2019
1819B,343821,4676446,0,0,0,2019
1822A,297536,4677522,0,0,0,2019
1822B,296011,4677537,0,0,0,2019
182A,521359,4728806,0,0,0,2019
182B,523044,4728143,0,0,0,2019
1838A,320212,4682808,0,0,0,2019
1838B,321462,4683360,0,0,0,2019
183A,524514,4727584,0,0,0,2019
183B,526535,4728602,0,0,0,2019
1844A,346932,4681922,0,0,0,2019
1844B,347045,4683767,0,0,0,2019
1859A,318170,4688198,0,0,0,2019
1859B,314833,4686632,0,0,0,2019
185A,332806,4691809,0,0,0,2019
185B,331952,4690358,0,0,0,2019
1860A,317184,4690259,0,0,0,2019
1860B,318500,4689281,0,0,0,2019
1861A,321237,4690138,0,0,0,2019
1861B,322192,4689179,0,0,0,2019
186A,335665,4689484,0,0,0,2019
186B,334465,4690797,0,0,0,2019
187A,482109,4733428,0,0,0,2019
187B,483641,4732195,0,0,0,2019
188A,485915,4733467,0,0,0,2019
188B,487800,4731701,0,0,0,2019
189A,521815,4733370,0,0,0,2019
189B,522347,4731014,0,0,0,2019
190A,526201,4732516,0,0,0,2019
190B,525596,4733923,0,0,0,2019
194A,482888,4736460,0,0,0,2019
194B,482708,4735340,0,0,0,2019
195A,486143,4736477,0,0,0,2019
195B,485219,4737147,0,0,0,2019
196A,522772,4736632,0,0,0,2019
196B,520599,4736892,0,0,0,2019
197A,524785,4737804,0,0,0,2019
197B,524111,4736290,0,0,0,2019
19A,308743,4667252,0,0,0,2019
19B,306994,4668552,0,0,0,2019
2019A,317720,4682885,0,0,0,2019
2019B,317944,4684070,0,0,0,2019
204A,483858,4741145,0,0,0,2019
204B,483607,4738665,0,0,0,2019
205A,485517,4740302,0,0,0,2019
205B,487986,4739190,0,0,0,2019
213A,463158,4775131,0,0,0,2019
241A,427651,4792037,0,0,0,2019
242A,432227,4791850,0,0,0,2019
243A,435011,4790471,0,0,0,2019
246A,429143,4795424,0,0,0,2019
247A,433956,4793197,0,0,0,2019
248A,435452,4793534,0,0,0,2019
249A,410650,4798090,0,0,0,2019
250A,414091,4800131,0,0,0,2019
251A,418724,4797611,0,0,0,2019
252A,411426,4801924,0,0,NA,2019
253A,412458,4802250,0,0,0,2019
254A,418416,4802372,0,0,0,2019
255A,418975,4833267,0,0,0,2019
256A,422771,4834838,0,0,0,2019
257A,419036,4838006,0,0,0,2019
258A,419400,4836846,0,0,0,2019
259A,418206,4839677,0,0,0,2019
259B,417731,4842167,0,0,0,2019
260A,422792,4839832,0,0,0,2019
264A,435242,4858110,0,0,0,2019
264B,437930,4857910,0,0,0,2019
29A,308943,4671606,0,0,0,2019
29B,309748,4669366,0,0,0,2019
30A,305073,4671441,0,0,0,2019
30B,306061,4672411,0,0,0,2019
310A,455665,4668382,0,0,0,2019
310B,457526,4668280,0,0,0,2019
311A,460271,4665225,0,0,0,2019
311B,461137,4666227,0,NA,0,2019
312A,463438,4668851,0,0,0,2019
312B,463727,4665692,0,0,0,2019
313A,456996,4672350,0,0,0,2019
313B,454672,4671796,0,0,0,2019
314A,458315,4671953,0,0,0,2019
314B,460515,4672705,0,0,0,2019
315A,463349,4671905,0,0,0,2019
315B,461892,4670697,0,0,0,2019
316A,478289,4680441,0,0,0,2019
316B,479411,4679238,0,0,0,2019
317A,482596,4677270,0,0,0,2019
317B,481269,4678921,0,0,0,2019
318A,493593,4687530,0,0,0,2019
318B,495919,4687382,0,0,0,2019
319A,510147,4686627,0,0,0,2019
319B,508967,4686431,0,0,0,2019
31A,351625,4675310,0,0,0,2019
31B,352822,4675442,0,0,0,2019
32A,492368,4680674,0,0,0,2019
32B,490941,4681693,0,0,0,2019
338A,499038,4682806,0,0,0,2019
338B,500484,4683901,0,0,0,2019
33A,495458,4682475,0,0,0,2019
33B,495756,4681318,0,0,0,2019
4R44A,491399,4686302,0,0,0,2019
4R44B,492384,4685896,0,0,0,2019
4R45A,499560,4688116,0,0,0,2019
4R45B,499396,4686175,0,0,0,2019
4R95A,543918,4695811,0,0,0,2019
4R95B,546557,4692947,0,0,0,2019
4R96A,543510,4697332,0,0,0,2019
4R96B,544007,4698912,0,0,0,2019
61A,510765,4688802,0,0,0,2019
61B,508531,4689926,0,0,0,2019
62A,513498,4689994,0,0,0,2019
62B,512241,4691904,0,0,0,2019
65A,301109,4679701,0,0,0,2019
65B,302270,4678397,0,0,0,2019
72A,342840,4678730,NA,0,0,2019
72B,342876,4677270,0,0,0,2019
73A,346555,4678213,0,0,0,2019
73B,345828,4676737,0,0,0,2019
74A,350841,4679255,0,0,0,2019
74B,352729,4679041,0,0,0,2019
75A,471069,4692819,0,0,0,2019
75B,470487,4694771,0,0,0,2019
76A,474640,4693572,0,0,0,2019
76B,474755,4692202,0,0,0,2019
77A,508510,4693911,0,0,0,2019
77B,508345,4695992,0,0,0,2019
78A,514366,4694431,0,0,0,2019
78B,512797,4694802,0,0,0,2019
7R109A,460358,4700812,0,0,0,2019
7R109B,458929,4700109,0,0,0,2019
7R110A,464430,4703916,0,0,0,2019
7R110B,465001,4705285,0,0,0,2019
7R123,388806,4720484,0,0,0,2019
7R124,395222,4721096,0,0,0,2019
7R125,393594,4725120,0,0,0,2019
7R131A,461421,4706533,0,0,0,2019
7R131B,459296,4705670,0,0,0,2019
7R143A,428252,4708242,0,0,0,2019
7R143B,430648,4708802,0,0,0,2019
7R144A,459854,4710233,0,0,0,2019
7R144B,460454,4709003,0,0,0,2019
7R145A,464509,4708573,0,0,0,2019
7R145B,463361,4708343,0,0,0,2019
7R149,389765,4725746,0,0,0,2019
7R151A,425492,4714097,0,0,0,2019
7R151B,423816,4711927,0,0,0,2019
7R152A,428241,4712590,0,0,0,2019
7R152B,429500,4713465,0,0,0,2019
7R153A,464473,4712776,0,0,0,2019
7R153B,465395,4714561,0,0,0,2019
7R159A,424374,4717768,0,0,0,2019
7R159B,423798,4716254,0,0,0,2019
7R160A,428189,4716848,0,0,0,2019
7R160B,429328,4716459,0,0,0,2019
7R174A,393436,4739261,0,0,0,2019
7R175A,397690,4742219,0,0,0,2019
7R179A,402486,4740385,0,0,0,2019
7R180A,435571,4728420,0,0,0,2019
7R180B,436158,4727498,0,0,0,2019
7R181A,441681,4728470,0,0,0,2019
7R181B,441003,4727589,0,0,0,2019
7R184A,394159,4744961,0,0,0,2019
7R185A,435089,4732116,0,0,0,2019
7R185B,436346,4730924,0,0,0,2019
7R186A,442156,4733891,0,0,0,2019
7R186B,440817,4732416,0,0,0,2019
7R198,399203,4743167,0,0,0,2019
7R201A,467655,4739933,0,0,0,2019
7R201B,465921,4742073,0,0,0,2019
7R202A,471070,4741554,0,0,0,2019
7R202B,470399,4740801,0,0,0,2019
7R203A,475173,4741959,0,0,0,2019
7R203B,475407,4740115,0,0,NA,2019
7R206A,467316,4745798,0,0,0,2019
7R206B,468696,4745134,0,0,0,2019
7R207A,472717,4743726,0,0,0,2019
7R207B,472378,4745000,0,0,0,2019
7R208A,475260,4744879,0,0,0,2019
7R208B,475149,4745919,0,0,0,2019
7R209A,468660,4747865,0,0,0,2019
7R209B,466741,4749519,0,0,0,2019
7R210A,470970,4748724,0,0,0,2019
7R210B,471755,4747525,0,0,0,2019
7R214,445054,4755026,0,0,0,2019
7R215,448303,4756283,0,0,0,2019
7R226,444783,4759881,0,0,0,2019
7R228,447724,4760143,0,0,0,2019
7R229,452678,4760161,0,0,0,2019
7R230,457578,4760536,0,0,0,2019
7R24A,444295,4679540,0,0,0,2019
7R24B,444347,4677443,0,0,NA,2019
7R25A,448270,4678246,0,0,0,2019
7R25B,449110,4677360,0,0,0,2019
7R304A,389806,4791531,0,0,0,2019
7R304B,389060,4789576,0,0,0,2019
7R305A,395513,4791724,0,0,0,2019
7R305B,394517,4790199,0,0,0,2019
7R306A,399320,4790688,0,0,0,2019
7R306B,399444,4789513,0,0,0,2019
7R307A,390856,4795395,0,0,0,2019
7R307B,388544,4796542,0,0,0,2019
7R308A,395131,4795643,0,0,0,2019
7R308B,394031,4795393,0,0,0,2019
7R309A,397912,4794230,0,0,0,2019
7R309B,398510,4795080,0,0,0,2019
7R30A,443493,4681698,0,0,0,2019
7R30B,442851,4682831,0,0,0,2019
7R31A,447693,4682505,0,0,0,2019
7R31B,449546,4682779,0,0,0,2019
7R320A,402826,4690218,0,0,0,2019
7R320B,403075,4690054,0,0,0,2019
7R328A,366165,4681933,0,0,0,2019
7R328B,367190,4683307,0,0,0,2019
7R329A,370673,4682019,0,0,0,2019
7R329B,370709,4681010,0,NA,NA,2019
7R330A,374614,4682931,0,0,0,2019
7R330B,376047,4682338,0,0,0,2019
7R331A,376477,4686242,0,0,0,2019
7R331B,374611,4685299,0,0,0,2019
7R339A,423356,4709035,0,0,0,2019
7R339B,423547,4707876,0,0,0,2019
7R342,367213,4716953,0,0,0,2019
7R343,370849,4718382,0,0,0,2019
7R344,374222,4716785,0,0,0,2019
7R345,367053,4721526,0,0,0,2019
7R346,372031,4722756,0,0,0,2019
7R347,374559,4721361,0,0,0,2019
7R348,362070,4736431,0,0,0,2019
7R349,365341,4734946,0,0,0,2019
7R350,362014,4741003,0,0,0,2019
7R351,365878,4739873,0,0,0,2019
7R352,362991,4743035,0,0,0,2019
7R353,365775,4744806,0,0,0,2019
7R40A,366829,4687210,0,0,0,2019
7R40B,367790,4685583,0,0,0,2019
7R41A,371314,4687154,0,0,0,2019
7R41B,370260,4684575,0,0,0,2019
7R42A,445240,4686394,0,0,0,2019
7R42B,445496,4688064,0,0,0,2019
7R43A,449744,4687277,0,0,0,2019
7R43B,449886,4686033,0,0,0,2019
7R58A,404715,4689469,0,0,0,2019
7R58B,404785,4692102,0,0,0,2019
7R59A,421163,4688858,0,0,0,2019
7R59B,422924,4689156,0,0,0,2019
7R60A,425722,4690975,0,0,0,2019
7R60B,425906,4688612,0,0,0,2019
7R71A,401516,4694649,0,0,0,2019
7R71B,403580,4694736,0,0,0,2019
7R72A,405886,4693828,0,0,0,2019
7R72B,405413,4694930,0,0,0,2019
7R73A,420192,4695565,0,0,0,2019
7R73B,420131,4694327,0,0,0,2019
7R74A,424354,4693416,0,0,0,2019
7R74B,425757,4695380,0,0,0,2019
7R87A,402583,4696600,0,0,0,2019
7R87B,401904,4698552,0,0,0,2019
7R88A,406527,4698248,0,0,0,2019
7R88B,404941,4698845,0,0,0,2019
7R89A,421178,4698182,0,0,0,2019
7R89B,419314,4698774,0,0,0,2019
7R90A,424223,4698205,0,0,0,2019
7R90B,425502,4699282,0,0,0,2019
8R44A,297124,4674740,0,0,0,2019
8R44B,298108,4676716,0,0,0,2019
8R45A,301511,4674069,0,0,0,2019
8R45B,301416,4675378,0,0,0,2019
8R95A,297526,4682648,0,0,0,2019
8R95B,299013,4682113,0,0,0,2019
8R96A,300890,4681742,0,0,0,2019
8R96B,301861,4681033,0,0,0,2019
91A,470023,4698146,0,0,0,2019
91B,472175,4697692,0,0,0,2019
92A,475378,4699347,0,0,0,2019
92B,477099,4698395,0,0,0,2019
93A,513903,4699215,0,0,0,2019
93B,515799,4698893,0,0,0,2019
94A,540863,4698562,0,0,0,2019
94B,542144,4699679,0,0,0,2019
99A,332487,4682591,0,0,0,2019
99B,333884,4683135,0,0,0,2019
9R100A,208712,4702290,0,0,0,2019
9R100B,207654,4700910,0,0,0,2019
9R101A,261925,4701352,0,0,0,2019
9R101B,260740,4701305,0,0,0,2019
9R102A,264433,4700484,0,0,0,2019
9R102B,266709,4700043,0,0,0,2019
9R104A,239682,4714425,0,0,0,2019
9R104B,239967,4713380,0,0,0,2019
9R115A,204462,4706114,0,0,0,2019
9R115B,203713,4707355,0,0,0,2019
9R116A,207326,4705169,0,0,0,2019
9R116B,208699,4705310,0,0,0,2019
9R117A,234565,4705748,0,0,0,2019
9R117B,233963,4704087,0,0,0,2019
9R118A,238796,4704322,0,0,NA,2019
9R118B,238486,4706986,0,0,NA,2019
9R119A,262537,4704959,0,0,0,2019
9R119B,264273,4706242,0,0,0,2019
9R11A,143396,4674522,0,0,0,2019
9R11B,142731,4673584,0,0,0,2019
9R120A,267883,4704927,0,0,0,2019
9R120B,267106,4705973,0,0,NA,2019
9R12A,146582,4674872,0,0,0,2019
9R12B,147496,4673780,0,0,0,2019
9R133A,205424,4709953,0,0,0,2019
9R133B,205813,4711288,0,0,0,2019
9R134A,208068,4709663,0,0,0,2019
9R134B,210079,4710368,0,0,0,2019
9R135A,236145,4711042,0,0,0,2019
9R135B,235613,4709837,0,NA,0,2019
9R136A,239387,4709920,0,0,NA,2019
9R136B,240604,4710449,0,0,NA,2019
9R137A,263691,4708815,0,0,0,2019
9R137B,263031,4710842,0,0,0,2019
9R148A,236666,4713142,0,0,0,2019
9R148B,234032,4713672,0,NA,0,2019
9R17A,138682,4678649,0,NA,0,2019
9R17B,138868,4680002,0,0,0,2019
9R18A,142938,4679417,0,0,0,2019
9R18B,144297,4678310,0,0,0,2019
9R19A,145967,4679204,0,0,0,2019
9R19B,145620,4677393,0,0,0,2019
9R1A,225081,4664645,0,0,0,2019
9R1B,222725,4664426,0,0,0,2019
9R269A,153777,4712373,0,0,0,2019
9R273A,157944,4714363,0,0,0,2019
9R274A,161932,4713733,0,NA,0,2019
9R275A,162147,4716028,0,0,0,2019
9R278A,201459,4722270,0,0,0,2019
9R279A,204070,4720651,0,0,0,2019
9R283A,200571,4724042,0,0,0,2019
9R284A,205133,4725472,0,0,0,2019
9R290A,201640,4730053,0,0,NA,2019
9R291A,204411,4728181,0,0,NA,2019
9R296A,228377,4735992,0,0,0,2019
9R297A,228201,4740311,0,NA,NA,2019
9R298A,222397,4743368,NA,0,0,2019
9R299A,228178,4743249,0,0,0,2019
9R2A,228209,4663651,0,0,0,2019
9R2B,225916,4663084,0,0,0,2019
9R300A,222656,4749056,0,0,0,2019
9R301A,226881,4747885,0,0,0,2019
9R302A,219443,4752339,0,0,0,2019
9R303A,223406,4752445,0,0,0,2019
9R335A,258828,4701531,0,0,0,2019
9R335B,257744,4701820,0,0,0,2019
9R336A,139262,4684256,0,0,0,2019
9R336B,139187,4683235,0,0,0,2019
9R340A,165301,4713631,0,0,0,2019
9R34A,119469,4686626,0,NA,0,2019
9R34B,119994,4685402,0,NA,0,2019
9R354A,165791,4709241,0,0,0,2019
9R35A,122651,4685754,0,0,0,2019
9R35B,121446,4684609,0,0,0,2019
9R36A,126057,4686423,0,0,0,2019
9R36B,127708,4685204,0,0,0,2019
9R3A,222356,4668165,0,0,0,2019
9R3B,222992,4666036,0,0,0,2019
9R46A,118933,4691079,0,0,0,2019
9R46B,117733,4691632,0,0,0,2019
9R47A,123042,4691061,0,0,0,2019
9R47B,121893,4690287,0,0,0,2019
9R48A,125838,4691419,0,0,0,2019
9R48B,126807,4691912,0,0,0,2019
9R49A,167915,4690127,0,0,0,2019
9R49B,167926,4691744,0,0,0,2019
9R4A,227206,4666401,0,0,0,2019
9R4B,228629,4666385,0,0,0,2019
9R50A,171771,4689352,0,0,0,2019
9R50B,174280,4689981,0,0,0,2019
9R51A,224701,4691982,0,0,0,2019
9R51B,223240,4691686,0,0,0,2019
9R52A,229383,4691414,0,0,NA,2019
9R52B,229482,4689898,0,0,0,2019
9R53A,250972,4689164,0,0,0,2019
9R53B,249727,4691517,0,0,0,2019
9R54A,255344,4689215,0,0,0,2019
9R54B,255142,4690188,0,0,0,2019
9R63A,169821,4695212,0,0,0,2019
9R63B,168777,4694279,0,0,0,2019
9R64A,174643,4694717,0,0,0,2019
9R64B,175305,4695978,0,0,0,2019
9R65A,185038,4692337,0,0,0,2019
9R65B,185824,4693260,0,0,0,2019
9R66A,189837,4694663,0,0,0,2019
9R66B,187823,4692816,0,0,0,2019
9R67A,225465,4695572,0,0,0,2019
9R67B,224554,4696025,0,0,0,2019
9R68A,226179,4693923,0,0,0,2019
9R68B,228578,4695183,0,0,0,2019
9R69A,251831,4695934,0,0,0,2019
9R69B,249771,4695839,0,0,0,2019
9R6A,224472,4672547,0,0,0,2019
9R6B,224683,4670339,0,0,0,2019
9R70A,255512,4695018,0,0,0,2019
9R70B,256709,4693467,0,NA,NA,2019
9R79A,170075,4698114,0,0,0,2019
9R79B,168323,4699629,0,0,0,2019
9R7A,227709,4671729,0,0,0,2019
9R7B,226478,4671104,0,0,0,2019
9R80A,175113,4698363,0,0,0,2019
9R80B,172976,4697705,0,0,0,2019
9R81A,181151,4696754,0,0,NA,2019
9R81B,179236,4696211,0,0,NA,2019
9R82A,184345,4697925,0,0,0,2019
9R82B,185058,4696688,0,0,0,2019
9R83A,223860,4698547,0,0,NA,2019
9R83B,225131,4696984,0,0,NA,2019
9R84A,226186,4698766,0,0,NA,2019
9R84B,227671,4699592,0,0,NA,2019
9R85A,250541,4699341,0,0,NA,2019
9R85B,249893,4697014,0,0,0,2019
9R86A,253538,4699902,0,0,0,2019
9R86B,253344,4697732,0,0,0,2019
9R97A,181620,4702430,0,0,0,2019
9R97B,180841,4700447,NA,0,0,2019
9R98A,184765,4702005,0,0,NA,2019
9R98B,183801,4703468,0,0,0,2019
9R99A,204919,4702067,0,0,0,2019
9R99B,203290,4701901,0,0,0,2019
4R111A,470525,4700687,0,0,0,2020
4R111B,471245,4703336,0,0,0,2020
4R112A,474257,4700277,0,0,0,2020
4R112B,476221,4702233,0,0,0,2020
4R113A,541415,4702456,0,0,NA,2020
4R113B,540660,4701354,0,0,0,2020
4R114A,543721,4702094,0,0,0,2020
4R114B,543735,4700116,0,0,0,2020
4R132A,539992,4704397,0,0,0,2020
4R132B,541730,4703875,0,0,0,2020
4R146A,519385,4708519,0,0,0,2020
4R146B,516816,4710228,0,0,0,2020
4R147A,520207,4708689,0,0,0,2020
4R147B,522435,4710737,0,0,0,2020
4R154A,477038,4713464,0,0,0,2020
4R154B,475639,4715141,0,0,0,2020
4R155A,531059,4696840,0,0,0,2020
4R155B,479001,4713158,0,0,0,2020
4R156A,517355,4713472,0,0,0,2020
4R156B,519294,4713701,0,0,0,2020
4R157A,521135,4713397,0,0,0,2020
4R157B,522659,4715398,0,0,0,2020
4R15A,481073,4674519,0,0,0,2020
4R15B,480643,4676354,0,0,0,2020
4R161A,473817,4716837,0,0,0,2020
4R161B,475493,4716566,0,0,0,2020
4R162A,479735,4717625,0,0,0,2020
4R162B,479961,4719284,0,0,0,2020
4R163A,483173,4716628,0,0,0,2020
4R163B,483199,4715979,0,0,0,2020
4R164A,499169,4716971,0,0,NA,2020
4R164B,499723,4715548,0,0,0,2020
4R165A,501240,4717194,0,0,0,2020
4R165B,500730,4718480,0,0,0,2020
4R166A,517346,4716453,0,0,0,2020
4R166B,518252,4715535,0,0,0,2020
4R167A,523440,4717271,0,0,0,2020
4R167B,520617,4716932,0,0,0,2020
4R16A,481873,4674157,0,0,0,2020
4R16B,531061,4696834,0,0,0,2020
4R171A,479447,4721558,0,0,0,2020
4R171B,479887,4720333,0,0,0,2020
4R172A,497964,4721424,0,0,0,2020
4R172B,497819,4722949,0,0,0,2020
4R173A,502538,4721208,0,0,0,2020
4R173B,500884,4720987,0,0,0,2020
4R177A,498667,4725260,0,0,0,2020
4R177B,500333,4724333,0,0,0,2020
4R178A,502786,4726104,0,0,0,2020
4R178B,504366,4725398,0,0,0,2020
4R182A,521346,4728809,0,0,0,2020
4R182B,523038,4728134,0,0,0,2020
4R183A,524513,4727585,0,0,0,2020
4R183B,526528,4728602,0,0,0,2020
4R187A,482106,4733423,0,0,0,2020
4R187B,483676,4731954,0,0,0,2020
4R188A,485907,4733480,0,0,0,2020
4R188B,487804,4731704,0,0,0,2020
4R189A,521827,4733379,0,0,0,2020
4R189B,522371,4731007,0,0,0,2020
4R190A,526202,4732526,0,0,0,2020
4R190B,525610,4733881,0,0,0,2020
4R194A,482859,4736431,0,0,0,2020
4R194B,482798,4735238,0,0,0,2020
4R195A,486134,4736475,0,0,0,2020
4R195B,485228,4737140,0,0,0,2020
4R196A,522760,4736657,0,0,0,2020
4R196B,520656,4736931,0,0,0,2020
4R197A,524804,4737801,0,0,0,2020
4R197B,524107,4736289,0,0,0,2020
4R204A,483782,4741167,0,0,0,2020
4R204B,483585,4738667,0,0,0,2020
4R205A,485512,4740298,0,0,0,2020
4R205B,485225,4741926,0,0,0,2020
4R310A,455665,4668382,0,0,0,2020
4R310B,457918,4665813,0,0,0,2020
4R311A,460267,4665211,0,0,0,2020
4R311B,461156,4666198,0,0,0,2020
4R312A,463406,4668821,0,0,0,2020
4R312B,463727,4665684,0,0,0,2020
4R313A,456987,4672344,0,0,0,2020
4R313B,455511,4669384,0,0,0,2020
4R314A,458310,4671927,0,0,0,2020
4R314B,460464,4672696,0,0,0,2020
4R315A,463349,4671912,0,0,0,2020
4R315B,461894,4670726,0,0,0,2020
4R316A,478291,4680462,0,0,0,2020
4R316B,479411,4679236,0,0,0,2020
4R317A,482604,4677266,0,0,0,2020
4R317B,481266,4678918,0,0,0,2020
4R318A,493438,4687590,0,0,0,2020
4R318B,494428,4687302,0,0,0,2020
4R319A,510129,4686753,0,0,0,2020
4R319B,508967,4686427,0,0,0,2020
4R32A,491817,4683234,0,0,0,2020
4R32B,492623,4683914,0,0,0,2020
4R338A,499028,4682804,0,0,0,2020
4R338B,500470,4683901,0,0,0,2020
4R33A,495455,4682474,0,0,0,2020
4R33B,495757,4681307,0,0,0,2020
4R44A,491363,4686308,0,0,0,2020
4R44B,492338,4685816,0,0,0,2020
4R45A,499540,4688124,0,0,0,2020
4R45B,499956,4685894,0,0,0,2020
4R61A,510757,4688802,0,0,0,2020
4R61B,509831,4691672,0,0,0,2020
4R62A,514347,4688797,0,0,0,2020
4R62B,512347,4691739,NA,0,0,2020
4R75A,471079,4692789,0,0,0,2020
4R75B,470490,4694819,0,0,0,2020
4R76A,474611,4693578,NA,0,NA,2020
4R76B,474770,4692226,0,0,0,2020
4R77A,508510,4693908,0,0,0,2020
4R77B,510421,4695449,0,0,0,2020
4R78A,514375,4694412,0,0,0,2020
4R78B,512803,4694788,0,0,0,2020
4R91A,470084,4698187,0,0,0,2020
4R91B,472244,4697675,0,0,0,2020
4R92A,475373,4699356,0,0,0,2020
4R92B,477096,4698400,0,0,0,2020
4R93A,513908,4699205,0,0,0,2020
4R93B,515841,4698886,0,0,0,2020
4R94A,540848,4698567,0,0,0,2020
4R94B,542121,4699691,0,0,0,2020
4R95A,543937,4695807,0,0,0,2020
4R95B,543485,4692858,0,0,0,2020
4R96A,543455,4697428,0,0,0,2020
4R96B,544008,4698916,0,0,0,2020
6R213A,463158,4775131,0,0,0,2020
6R241A,427651,4792037,0,0,0,2020
6R242A,432211,4791847,0,0,0,2020
6R243A,435021,4790296,0,0,0,2020
