,sitename,Count1,Count2,Count3,year
,ADK - 2332,0,1,1,2018
,ADK - 2333,0,0,2,2018
,ADK - 2336,0,0,3,2018
,ADK - 2384,0,0,1,2018
,ADK - 2387,0,0,0,2018
,ADK - 2404,0,1,0,2018
,ADK - 2452,0,2,1,2018
,ADK - 2478,0,0,0,2018
,ADK - 2527,0,0,0,2018
,ADK - 2541,0,0,1,2018
,ADK - 2542,0,0,1,2018
,ADK - 2546,0,0,2,2018
,ADK - 2547,0,1,5,2018
,ADK - 2619,0,0,0,2018
,ADK - 2621,0,0,0,2018
,ADK - 2672,0,0,1,2018
,ADK - 2674,0,0,0,2018
,ADK - 2751,0,4,2,2018
,ADK - 2753,2,2,0,2018
,ADK - 2761,1,1,3,2018
,ADK - 2822,0,0,0,2018
,ADK - 2832,1,4,3,2018
,ADK - 2888,0,3,1,2018
,ADK - 2891,0,0,0,2018
,ADK - 2957,0,1,4,2018
,ADK - 2972,0,2,3,2018
,ADK - 3032,3,1,0,2018
,ADK - 3043,0,0,0,2018
,ADK - 3047,3,2,5,2018
,ADK - 3106,0,0,1,2018
,ADK - 3111,0,2,1,2018
,ADK - 3119,0,1,2,2018
,ADK - 3190,0,1,4,2018
,ADK - 3256,1,1,3,2018
,ADK - 3321,0,0,5,2018
,ADK - 3330,4,5,6,2018
,ADK - 3394,0,5,0,2018
,ADK - 3400,0,3,4,2018
,ADK - 3603,0,6,2,2018
,ADK - 3607,4,2,0,2018
,TH - 0403,1,0,1,2018
,TH - 0405,0,0,0,2018
,TH - 0406,0,0,0,2018
,TH - 0476,1,1,0,2018
,TH - 0540,0,1,0,2018
,TH - 0542,0,0,0,2018
,TH - 0614,1,0,1,2018
,TH - 0678,1,3,0,2018
,TH - 0684,1,0,0,2018
,TH - 0685,0,0,0,2018
,TH - 0756,0,1,0,2018
,TH - 0818,0,1,0,2018
,TH - 0893,0,0,0,2018
,TH - 0898,0,0,0,2018
,TH - 0959,0,0,0,2018
,TH - 0960,3,1,1,2018
,TH - 0969,0,0,0,2018
,TH - 1029,1,1,0,2018
,TH - 1036,0,0,0,2018
,TH - 1099,0,0,0,2018
,TH - 1105,0,0,0,2018
,TH - 1107,0,0,0,2018
,TH - 1173,1,0,0,2018
,TH - 1236,0,0,0,2018
,TH - 1306,0,0,0,2018
,TH - 1309,0,0,0,2018
,TH - 1314,1,0,0,2018
,TH - 1315,1,3,0,2018
,TH - 1391,2,4,0,2018
,TH - 1448,0,0,0,2018
,TH - 1452,0,0,0,2018
,TH - 1462,0,0,0,2018
,TH - 1463,0,0,0,2018
,TH - 1521,3,0,2,2018
,TH - 1529,0,0,0,2018
,TH - 1530,1,3,4,2018
,TH - 1666,1,0,1,2018
,TH - 1668,0,2,1,2018
,TH - 1673,0,5,2,2018
,TH - 1733,0,0,0,2018
,TH - 1734,2,0,1,2018
,TH - 1740,0,0,0,2018
,TH - 1742,0,0,0,2018
,TH - 1811,2,1,0,2018
,TH - 1877,0,0,0,2018
,TH - 1884,0,0,0,2018
,TH - 1950,0,0,0,2018
,TH - 1951,0,0,0,2018
,TH - 2011,0,0,0,2018
,TH - 2015,0,0,0,2018
,TH - 2022,0,2,0,2018
,TH - 2083,2,0,0,2018
,TH - 2092,0,0,0,2018
,TH - 2162,0,0,0,2018
,TH - 2226,0,0,0,2018
,TH - 2228,3,0,1,2018
,TH - 2238,0,1,0,2018
,TH - 2239,4,3,1,2018
,TH - 2374,1,1,0,2018
,TH - 2506,0,0,0,2018
,TH - 2577,0,0,0,2018
,TH - 2585,5,2,1,2018
,TH - 2651,0,3,0,2018
,TH - 2656,0,1,0,2018
,TH - 2719,0,0,0,2018
,TH - 2722,1,1,1,2018
,TH - 2795,0,0,0,2018
,TH - 2866,0,0,1,2018
,TH - 2871,0,0,1,2018
,TH - 2872,0,0,0,2018
,TH - 2874,0,0,0,2018
,TH - 2936,0,0,0,2018
,TH - 2940,1,0,0,2018
,TH - 2942,0,1,0,2018
,TH - 2943,0,0,0,2018
,TH - 3073,0,0,0,2018
,TH - 3076,0,0,0,2018
,TH - 3092,0,0,0,2018
,TH - 3154,0,0,0,2018
,TH - 3157,0,0,1,2018
,TH - 3160,0,0,0,2018
,TH - 3304,1,0,2,2018
,TH - 3369,0,0,0,2018
,TH - 3372,2,0,0,2018
,TH - 3444,0,0,0,2018
,TH - 3445,0,0,0,2018
,TH - 3518,0,1,0,2018
,TH - 3591,0,0,0,2018
,TH - 3659,1,2,0,2018
,TH - 3662,0,0,2,2018
,TH - 3663,2,1,0,2018
,TH - 3737,0,0,1,2018
,TH - 3803,2,1,0,2018
,TH - 3806,0,0,0,2018
,TH - 3879,0,0,0,2018
,TH - 3947,0,0,0,2018
,TH - 3949,0,0,0,2018
,TH - 4022,0,0,0,2018
1838,182,2,1,2,2019
1645,261,0,0,0,2019
1646,262,0,0,0,2019
1647,263,1,1,0,2019
1648,265,3,1,1,2019
1649,266,0,0,0,2019
1839,294,0,0,0,2019
1840,296,0,0,0,2019
1841,297,0,0,0,2019
1842,298,1,3,3,2019
1843,299,4,0,1,2019
1844,326,0,0,0,2019
1845,327,0,0,0,2019
1846,330,1,0,0,2019
1847,331,0,2,1,2019
1848,332,0,1,0,2019
1849,335,1,0,0,2019
1850,336,0,0,0,2019
1851,356,0,0,0,2019
1852,357,0,0,0,2019
1853,358,0,0,0,2019
1854,359,0,0,0,2019
1855,360,0,0,0,2019
1856,377,0,0,0,2019
1857,390,5,2,0,2019
1858,405,0,1,0,2019
1859,406,1,0,0,2019
1860,407,0,0,0,2019
1861,421,0,0,1,2019
1862,454,0,0,0,2019
1863,455,0,1,2,2019
1864,456,0,1,1,2019
1865,467,1,0,1,2019
1866,468,0,1,2,2019
1650,490,0,1,1,2019
1651,491,0,0,0,2019
1867,496,0,0,0,2019
1868,498,0,3,0,2019
1652,501,1,4,2,2019
1653,502,1,2,0,2019
1654,503,3,0,0,2019
1655,504,0,0,0,2019
1656,505,4,2,0,2019
1869,507,0,0,0,2019
1870,508,0,0,0,2019
1871,509,0,1,0,2019
1872,511,0,0,0,2019
1657,515,2,5,2,2019
1658,516,0,0,1,2019
1873,519,0,0,0,2019
1874,520,1,0,1,2019
1875,521,0,0,0,2019
1876,522,0,0,0,2019
1877,524,0,0,0,2019
1878,525,2,0,3,2019
1879,528,0,0,0,2019
1880,529,0,0,0,2019
1659,530,1,2,0,2019
1660,531,0,3,1,2019
1661,532,0,1,1,2019
1881,536,0,0,0,2019
1882,537,1,0,0,2019
1662,538,0,2,2,2019
1663,539,0,1,1,2019
1664,540,0,0,1,2019
1665,544,0,2,0,2019
1666,545,5,1,0,2019
1667,546,1,1,0,2019
1668,555,1,0,0,2019
1669,556,0,0,0,2019
1670,557,0,0,0,2019
1671,594,0,0,0,2019
1672,595,0,0,0,2019
1673,596,0,0,1,2019
1674,597,2,0,0,2019
1675,599,2,0,0,2019
1676,600,0,0,0,2019
1677,601,0,0,0,2019
1678,602,2,1,0,2019
1679,604,0,0,0,2019
1680,605,0,0,0,2019
1883,606,0,0,0,2019
1884,607,0,0,0,2019
1885,617,0,0,0,2019
1886,618,1,1,1,2019
1887,619,0,1,0,2019
1888,625,0,0,0,2019
1889,626,0,0,0,2019
1890,635,0,0,0,2019
1891,636,0,1,4,2019
1892,637,0,0,0,2019
1893,644,0,0,0,2019
1894,645,0,0,0,2019
1895,646,0,0,0,2019
1896,647,0,0,0,2019
1897,648,0,0,1,2019
1898,655,1,0,0,2019
1899,656,0,0,2,2019
1900,657,0,0,1,2019
1901,661,0,0,0,2019
1902,100A,0,0,0,2019
1903,100B,2,0,0,2019
1517,111A,2,3,2,2019
1518,111B,4,1,4,2019
1519,112A,0,1,1,2019
1520,112B,1,1,1,2019
1521,113A,2,2,1,2019
1522,113B,1,3,3,2019
1523,114A,0,0,0,2019
1524,114B,0,0,0,2019
1525,132A,2,4,5,2019
1526,132B,3,2,4,2019
1904,134A,0,0,2,2019
1905,134B,0,0,0,2019
1906,137A,2,4,2,2019
1907,137B,0,0,0,2019
1908,138A,2,1,1,2019
1909,138B,1,1,0,2019
1527,146A,1,0,0,2019
1528,146B,0,1,0,2019
1529,147A,3,3,2,2019
1530,147B,2,0,1,2019
1531,154A,0,1,4,2019
1532,154B,0,0,0,2019
1533,155A,0,0,0,2019
1534,155B,2,0,1,2019
1535,156A,1,0,1,2019
1536,156B,4,1,1,2019
1537,157A,0,0,0,2019
1538,157B,0,0,3,2019
1539,15A,0,1,0,2019
1540,15B,0,0,0,2019
1541,161A,0,0,1,2019
1542,161B,1,2,0,2019
1543,162A,0,0,1,2019
1544,162B,0,1,3,2019
1545,163A,2,0,4,2019
1546,163B,2,3,3,2019
1547,164A,1,3,1,2019
1548,164B,0,0,0,2019
1549,165A,1,4,1,2019
1550,165B,0,1,0,2019
1551,166A,0,0,1,2019
1552,166B,0,0,0,2019
1553,167A,0,0,0,2019
1554,167B,0,0,1,2019
1555,16A,1,1,2,2019
1556,16B,0,0,0,2019
1557,171A,1,0,0,2019
1558,171B,0,0,2,2019
1559,172A,0,0,0,2019
1560,172B,0,1,0,2019
1561,173A,0,0,0,2019
1562,173B,3,1,1,2019
1563,177A,0,0,2,2019
1564,177B,0,1,0,2019
1565,178A,0,1,0,2019
1566,178B,1,2,0,2019
1910,1801A,0,0,0,2019
1911,1801B,2,1,1,2019
1912,1802A,0,0,0,2019
1913,1802B,0,0,0,2019
1914,1804A,1,0,0,2019
1915,1804B,0,0,1,2019
1916,1819A,0,0,0,2019
1917,1819B,2,0,0,2019
1918,1822A,0,0,0,2019
1919,1822B,0,0,0,2019
1567,182A,0,0,0,2019
1568,182B,1,0,3,2019
1920,1838A,0,0,1,2019
1921,1838B,1,0,0,2019
1569,183A,0,0,0,2019
1570,183B,3,0,2,2019
1922,1844A,1,0,2,2019
1923,1844B,0,1,3,2019
1924,1859A,0,1,2,2019
1925,1859B,0,0,4,2019
1926,185A,1,1,0,2019
1927,185B,2,0,0,2019
1928,1860A,0,0,3,2019
1929,1860B,0,0,0,2019
1930,1861A,1,0,1,2019
1931,1861B,0,1,0,2019
1932,186A,0,0,1,2019
1933,186B,0,1,0,2019
1571,187A,2,2,0,2019
1572,187B,1,1,0,2019
1573,188A,0,1,0,2019
1574,188B,0,0,0,2019
1575,189A,0,0,0,2019
1576,189B,1,0,0,2019
1577,190A,2,2,0,2019
1578,190B,1,2,0,2019
1579,194A,1,0,0,2019
1580,194B,0,0,1,2019
1581,195A,0,0,0,2019
1582,195B,2,4,4,2019
1583,196A,1,5,1,2019
1584,196B,0,0,0,2019
1585,197A,3,0,0,2019
1586,197B,0,0,1,2019
1934,19A,0,0,0,2019
1935,19B,1,0,0,2019
1936,2019A,0,2,1,2019
1937,2019B,0,1,1,2019
1587,204A,0,0,0,2019
1588,204B,0,2,2,2019
1589,205A,0,1,1,2019
1590,205B,0,0,0,2019
1681,213A,1,0,0,2019
1682,241A,1,0,0,2019
1683,242A,0,3,2,2019
1684,243A,2,1,2,2019
1685,246A,2,2,3,2019
1686,247A,1,2,0,2019
1687,248A,0,4,1,2019
1688,249A,0,0,0,2019
1689,250A,0,0,0,2019
1690,251A,1,1,2,2019
1691,252A,0,2,0,2019
1692,253A,0,0,1,2019
1693,254A,0,0,0,2019
1694,255A,0,0,0,2019
1695,256A,0,0,0,2019
1696,257A,1,0,0,2019
1697,258A,0,0,0,2019
1698,259A,0,1,2,2019
1699,259B,1,0,0,2019
1700,260A,0,1,1,2019
1701,264A,0,0,0,2019
1702,264B,4,1,1,2019
1938,29A,0,0,2,2019
1939,29B,1,0,0,2019
1940,30A,0,0,0,2019
1941,30B,0,1,0,2019
