,sitename,Count1,Count2,Count3,year
1,1,0,0,2,2013
2,2,0,0,2,2013
3,3,0,0,0,2013
216,4,0,0,0,2013
217,5,0,0,0,2013
218,6,1,0,0,2013
4,7,0,0,0,2013
5,8,0,0,1,2013
6,9,0,0,0,2013
7,10,0,0,0,2013
222,11,0,0,0,2013
223,12,0,0,1,2013
224,13,0,0,0,2013
225,14,0,0,0,2013
9,15,0,0,1,2013
10,16,0,0,2,2013
227,17,0,1,0,2013
228,18,1,1,2,2013
129,19,0,0,0,2013
230,25,0,0,0,2013
231,26,0,0,0,2013
234,27,0,0,0,2013
235,28,0,0,0,2013
132,29,0,0,0,2013
131,30,0,0,0,2013
24,32,0,0,1,2013
25,33,0,0,0,2013
26,34,0,0,0,2013
236,42,0,0,0,2013
135,44,0,0,0,2013
136,45,0,0,0,2013
137,46,0,0,0,2013
138,47,0,0,1,2013
139,48,0,1,0,2013
141,50,0,1,0,2013
142,51,0,0,0,2013
143,52,0,0,0,2013
33,54,2,0,0,2013
34,55,0,0,0,2013
35,56,2,0,1,2013
36,57,0,0,1,2013
37,58,0,0,0,2013
238,63,1,1,0,2013
239,64,0,1,1,2013
149,65,0,2,0,2013
150,67,0,1,5,2013
151,68,0,1,0,2013
152,69,0,0,1,2013
153,70,0,2,0,2013
155,72,0,0,0,2013
171,73,1,3,0,2013
179,75,0,0,0,2013
180,76,1,0,1,2013
73,77,0,0,0,2013
83,78,0,2,1,2013
84,79,0,0,0,2013
85,80,0,0,0,2013
86,81,0,1,0,2013
39,82,2,0,0,2013
40,83,0,0,0,2013
43,85,0,0,0,2013
241,90,0,2,1,2013
242,92,0,0,2,2013
158,93,0,0,0,2013
159,94,1,0,0,2013
160,95,0,0,0,2013
161,96,0,0,0,2013
165,97,2,2,1,2013
166,98,0,0,0,2013
167,99,3,0,2,2013
168,100,2,4,0,2013
169,102,1,1,1,2013
178,103,0,0,0,2013
181,104,0,0,0,2013
89,105,0,0,0,2013
90,106,0,0,0,2013
91,107,0,1,0,2013
88,108,0,0,0,2013
95,109,4,5,2,2013
96,110,5,3,2,2013
97,111,4,2,1,2013
98,112,4,1,3,2013
99,113,2,0,1,2013
47,117,0,0,1,2013
48,118,4,5,2,2013
49,119,0,0,0,2013
247,126,3,1,1,2013
248,127,0,0,0,2013
253,128,1,3,3,2013
156,129,0,0,0,2013
157,130,0,0,0,2013
162,132,0,0,0,2013
188,135,0,5,3,2013
189,136,0,1,0,2013
191,137,2,3,2,2013
192,138,0,2,1,2013
198,139,0,0,0,2013
199,140,0,0,0,2013
183,142,0,0,0,2013
184,143,0,1,0,2013
203,144,0,0,1,2013
92,145,0,1,1,2013
93,146,0,0,1,2013
94,147,0,0,0,2013
108,148,0,0,0,2013
109,149,1,1,0,2013
100,150,1,0,1,2013
101,151,3,2,5,2013
51,152,0,0,0,2013
52,154,0,0,0,2013
54,156,0,0,0,2013
254,169,0,0,0,2013
255,170,0,1,1,2013
256,171,1,1,2,2013
257,172,0,0,0,2013
258,173,0,2,2,2013
260,174,1,0,0,2013
261,175,1,1,1,2013
264,177,0,0,0,2013
265,178,0,0,0,2013
190,184,0,0,0,2013
193,185,0,0,0,2013
194,186,0,3,1,2013
200,188,0,0,0,2013
201,189,0,0,0,2013
205,191,0,0,1,2013
206,192,3,2,0,2013
112,193,0,1,2,2013
102,198,1,0,0,2013
103,199,1,2,2,2013
56,200,1,0,0,2013
57,201,0,0,0,2013
58,203,2,0,0,2013
59,204,2,0,0,2013
60,205,0,0,0,2013
266,215,0,1,2,2013
267,216,0,0,1,2013
268,217,4,4,3,2013
269,218,0,1,0,2013
270,219,0,6,3,2013
271,220,0,0,0,2013
272,221,1,0,1,2013
273,222,0,1,0,2013
274,223,3,0,1,2013
278,224,0,0,0,2013
279,225,0,0,0,2013
202,228,0,0,0,2013
113,229,1,1,2,2013
114,230,1,1,1,2013
115,231,2,1,1,2013
105,235,1,2,1,2013
61,238,4,2,5,2013
62,239,4,2,2,2013
63,240,1,3,0,2013
64,241,0,1,2,2013
66,242,3,5,7,2013
67,244,1,4,3,2013
68,245,0,0,0,2013
281,256,0,0,0,2013
282,257,0,0,1,2013
283,258,2,0,0,2013
284,259,1,0,0,2013
285,260,0,1,1,2013
288,261,0,0,0,2013
289,262,1,1,0,2013
210,264,0,0,0,2013
211,265,0,1,0,2013
212,266,4,3,1,2013
116,268,0,0,0,2013
117,269,0,0,2,2013
106,272,3,1,2,2013
69,276,1,0,1,2013
290,291,0,0,0,2013
291,292,0,0,0,2013
292,293,0,1,0,2013
213,302,0,0,1,2013
118,305,1,0,0,2013
119,306,0,0,4,2013
107,307,3,2,0,2013
120,308,4,6,4,2013
293,322,1,0,0,2013
294,323,0,0,0,2013
295,324,0,0,0,2013
296,325,0,0,0,2013
121,341,0,1,2,2013
297,354,0,2,0,2013
298,355,0,0,0,2013
122,366,0,4,5,2013
123,367,1,0,0,2013
124,382,1,1,1,2013
125,394,4,2,4,2013
126,408,1,1,1,2013
8,1408,0,0,3,2013
11,1411,0,0,0,2013
12,1412,0,0,0,2013
13,1413,0,0,0,2013
14,1414,0,0,0,2013
15,1415,0,0,3,2013
16,1416,0,0,0,2013
17,1417,0,0,0,2013
18,1418,1,0,0,2013
19,1419,0,0,0,2013
20,1420,0,0,1,2013
21,1421,0,0,2,2013
22,1422,0,0,1,2013
23,1423,0,0,2,2013
27,1427,1,0,2,2013
28,1428,2,4,1,2013
29,1429,0,0,0,2013
30,1430,0,0,0,2013
31,1431,1,1,0,2013
32,1432,0,0,1,2013
38,1438,1,0,0,2013
41,1441,0,0,0,2013
42,1442,0,0,1,2013
44,1444,0,0,0,2013
45,1445,0,0,0,2013
46,1446,0,0,0,2013
50,1450,0,0,0,2013
53,1453,1,3,2,2013
55,1455,0,0,0,2013
65,1465,0,0,0,2013
70,1701,0,0,1,2013
71,1702,0,0,0,2013
72,1703,0,0,0,2013
74,1705,0,0,0,2013
75,1706,0,0,0,2013
76,1707,0,0,0,2013
77,1708,0,0,0,2013
78,1709,0,0,1,2013
79,1710,0,0,2,2013
80,1711,0,0,0,2013
81,1712,0,0,0,2013
82,1713,0,0,0,2013
87,1718,0,1,0,2013
104,1735,1,0,1,2013
110,1741,1,0,1,2013
111,1742,1,0,1,2013
127,1801,0,0,0,2013
128,1802,0,0,0,2013
130,1804,0,0,0,2013
133,1807,0,0,0,2013
134,1808,0,0,0,2013
140,1814,0,1,0,2013
144,1818,0,0,0,2013
145,1819,0,0,0,2013
146,1820,0,0,0,2013
147,1821,0,0,0,2013
148,1822,0,0,0,2013
154,1828,0,0,0,2013
163,1837,0,0,0,2013
164,1838,0,0,0,2013
170,1844,0,3,4,2013
172,1846,1,1,1,2013
173,1847,0,0,0,2013
174,1848,2,0,3,2013
175,1849,0,1,0,2013
176,1850,0,0,0,2013
177,1851,1,0,0,2013
182,1856,0,0,4,2013
185,1859,0,0,0,2013
186,1860,0,0,0,2013
187,1861,1,0,0,2013
195,1869,0,0,0,2013
196,1870,0,0,0,2013
197,1871,1,0,0,2013
204,1878,1,1,0,2013
207,1881,2,3,1,2013
208,1882,0,0,0,2013
209,1883,0,0,0,2013
214,1901,0,1,0,2013
215,1902,0,0,0,2013
219,1906,0,0,0,2013
220,1907,0,0,0,2013
221,1908,0,0,1,2013
226,1913,0,1,0,2013
229,1916,2,0,0,2013
232,1919,0,2,1,2013
233,1920,0,0,2,2013
237,1924,1,0,0,2013
240,1927,0,0,0,2013
243,1930,1,0,0,2013
244,1931,2,4,5,2013
245,1932,0,0,0,2013
246,1933,0,0,0,2013
249,1936,0,1,0,2013
250,1937,0,3,1,2013
251,1938,0,0,2,2013
252,1939,0,3,3,2013
259,1946,0,0,1,2013
262,1949,0,0,0,2013
263,1950,0,3,2,2013
275,1962,2,3,3,2013
276,1963,2,2,4,2013
277,1964,0,0,0,2013
280,1967,1,0,0,2013
286,1973,1,0,1,2013
287,1974,2,3,1,2013
299,1986,0,1,0,2013
300,1987,0,1,2,2013
301,1,0,0,0,2014
302,2,5,2,2,2014
303,3,0,0,0,2014
304,4,0,0,0,2014
305,5,0,1,0,2014
306,6,0,0,0,2014
307,7,0,0,0,2014
308,8,0,1,4,2014
309,9,0,0,0,2014
310,10,0,2,0,2014
311,11,0,0,2,2014
312,12,0,0,0,2014
313,13,0,1,0,2014
314,14,0,0,1,2014
315,15,0,0,0,2014
316,16,0,3,0,2014
317,17,0,0,1,2014
318,18,0,1,4,2014
319,19,0,0,0,2014
320,20,0,0,0,2014
321,21,0,0,0,2014
322,22,0,0,0,2014
323,23,0,0,0,2014
324,24,0,2,1,2014
325,25,0,0,0,2014
326,26,0,0,0,2014
327,27,0,0,0,2014
328,28,0,0,0,2014
329,29,0,0,0,2014
330,30,0,0,1,2014
331,31,0,0,0,2014
332,32,0,0,0,2014
333,33,0,0,0,2014
908,34,0,1,1,2014
334,35,0,0,0,2014
335,36,1,1,1,2014
336,37,0,0,2,2014
337,38,3,3,2,2014
338,39,0,0,0,2014
339,40,1,0,0,2014
340,41,0,2,1,2014
341,42,0,0,0,2014
342,43,0,0,1,2014
343,44,0,0,1,2014
344,45,2,2,1,2014
345,46,0,0,0,2014
346,47,0,0,0,2014
347,48,0,0,0,2014
348,49,3,2,2,2014
349,50,4,2,0,2014
350,51,0,0,1,2014
351,52,0,0,0,2014
352,53,0,0,0,2014
353,54,0,2,4,2014
354,55,0,0,0,2014
355,56,0,4,3,2014
356,57,0,1,0,2014
357,58,0,0,0,2014
358,59,0,1,1,2014
359,60,2,2,1,2014
360,61,0,3,3,2014
361,62,0,0,0,2014
362,63,1,0,0,2014
363,64,0,1,4,2014
364,65,0,2,1,2014
365,66,0,2,0,2014
366,67,1,2,1,2014
367,68,1,0,0,2014
368,69,0,1,0,2014
369,70,0,0,0,2014
370,71,0,0,0,2014
371,72,0,0,0,2014
372,73,0,2,1,2014
373,74,0,0,0,2014
374,75,0,0,0,2014
375,76,0,0,1,2014
376,77,0,1,0,2014
377,78,0,3,4,2014
378,79,3,4,4,2014
379,80,0,1,0,2014
380,81,1,1,3,2014
381,82,2,4,5,2014
382,83,0,1,0,2014
383,84,0,0,0,2014
384,85,0,0,0,2014
385,86,0,0,2,2014
386,87,0,0,0,2014
387,88,0,0,0,2014
388,89,1,3,1,2014
389,90,0,0,0,2014
390,91,0,0,3,2014
391,92,0,0,3,2014
392,93,0,0,0,2014
393,94,0,0,0,2014
394,95,0,0,0,2014
395,96,0,1,0,2014
396,97,2,4,5,2014
397,98,1,1,1,2014
398,99,3,0,1,2014
399,100,0,2,1,2014
400,101,0,0,0,2014
401,102,0,2,2,2014
402,103,0,0,0,2014
403,104,0,0,1,2014
404,105,2,0,0,2014
405,106,1,0,2,2014
406,107,0,0,0,2014
407,108,0,0,0,2014
408,109,0,0,2,2014
409,110,2,5,4,2014
410,111,0,2,4,2014
411,112,0,0,0,2014
412,113,0,2,2,2014
413,114,0,2,2,2014
414,115,2,0,0,2014
415,116,0,0,0,2014
416,117,1,0,0,2014
417,118,1,3,2,2014
418,119,0,0,3,2014
419,120,1,1,0,2014
420,121,1,1,0,2014
421,122,0,0,0,2014
422,123,0,0,0,2014
423,124,0,0,0,2014
424,125,0,0,0,2014
425,126,0,0,2,2014
426,127,0,1,0,2014
427,128,0,2,3,2014
428,129,0,0,0,2014
429,130,0,0,0,2014
430,131,0,0,0,2014
431,132,0,0,0,2014
432,133,0,0,0,2014
433,134,0,0,1,2014
434,135,0,3,4,2014
435,136,0,0,0,2014
436,137,0,0,0,2014
437,138,0,0,0,2014
438,139,0,0,0,2014
439,140,0,0,0,2014
440,141,0,0,0,2014
441,142,0,0,1,2014
442,143,0,0,3,2014
443,144,0,0,1,2014
444,145,0,1,0,2014
445,146,1,0,1,2014
446,147,0,2,1,2014
447,148,2,0,1,2014
448,149,0,1,0,2014
449,150,0,3,2,2014
450,151,0,2,3,2014
451,152,0,0,0,2014
452,153,0,0,1,2014
453,154,0,0,0,2014
454,155,0,0,0,2014
455,156,0,0,0,2014
456,157,0,0,0,2014
457,158,0,0,0,2014
458,159,0,2,1,2014
459,160,0,3,0,2014
460,161,0,0,1,2014
461,162,0,0,0,2014
462,163,0,0,0,2014
463,164,0,1,0,2014
464,165,2,0,0,2014
465,166,0,0,1,2014
466,167,0,0,0,2014
467,168,0,0,0,2014
468,169,0,0,0,2014
469,170,0,1,0,2014
470,171,0,0,0,2014
471,172,0,0,0,2014
472,173,0,0,2,2014
473,174,0,1,0,2014
474,175,0,0,0,2014
475,176,2,1,0,2014
476,177,0,0,3,2014
477,178,0,4,1,2014
478,179,0,0,0,2014
479,180,0,0,0,2014
480,181,0,0,0,2014
481,182,0,0,0,2014
482,183,0,0,0,2014
483,184,0,1,3,2014
484,185,0,0,1,2014
485,186,0,0,1,2014
486,187,1,0,0,2014
487,188,0,0,0,2014
488,189,0,0,0,2014
489,190,0,0,0,2014
490,191,0,0,1,2014
491,192,0,1,0,2014
492,193,0,0,1,2014
493,194,0,1,0,2014
494,195,0,0,0,2014
495,196,1,3,1,2014
496,197,0,0,0,2014
497,198,0,1,2,2014
498,199,0,1,3,2014
499,200,0,1,2,2014
500,201,0,0,2,2014
501,202,0,2,1,2014
502,203,0,3,3,2014
503,204,1,0,0,2014
504,205,0,0,0,2014
505,206,0,0,0,2014
506,207,0,1,0,2014
507,208,0,0,0,2014
508,209,1,1,0,2014
509,210,0,0,0,2014
510,211,0,0,0,2014
511,212,0,0,0,2014
512,213,0,1,0,2014
513,214,0,1,0,2014
514,215,1,1,1,2014
515,216,0,1,1,2014
516,217,0,0,0,2014
517,218,0,0,0,2014
518,219,0,0,0,2014
519,220,0,0,0,2014
520,221,0,0,0,2014
521,222,1,0,0,2014
522,223,0,0,0,2014
523,224,0,0,0,2014
524,225,0,0,0,2014
525,226,0,0,1,2014
526,227,0,0,0,2014
527,228,0,2,0,2014
528,229,1,3,2,2014
529,230,0,0,0,2014
530,231,1,3,3,2014
531,232,0,0,0,2014
532,233,0,2,0,2014
533,234,2,3,3,2014
534,235,0,0,1,2014
535,236,0,2,5,2014
536,237,0,0,2,2014
537,238,0,1,2,2014
538,239,0,0,0,2014
539,240,0,0,0,2014
540,241,0,4,2,2014
541,242,0,2,0,2014
542,243,0,0,0,2014
543,244,0,1,0,2014
544,245,0,1,0,2014
545,246,1,1,0,2014
546,247,0,0,0,2014
547,248,0,0,0,2014
548,249,0,0,0,2014
549,250,0,1,0,2014
550,251,0,0,0,2014
551,252,1,2,1,2014
552,253,0,0,0,2014
553,254,0,0,0,2014
554,255,0,0,0,2014
555,256,0,1,0,2014
556,257,0,0,0,2014
557,258,0,0,0,2014
558,259,0,0,1,2014
559,260,0,0,0,2014
560,261,0,0,1,2014
561,262,0,0,0,2014
562,263,0,0,0,2014
563,264,0,0,0,2014
564,265,0,1,0,2014
565,266,0,1,0,2014
566,267,1,0,2,2014
567,268,0,0,0,2014
568,269,0,0,2,2014
569,270,1,2,2,2014
570,271,0,0,4,2014
571,272,0,2,1,2014
572,273,0,0,0,2014
573,274,0,0,1,2014
574,275,0,0,1,2014
575,276,0,4,2,2014
576,277,0,0,0,2014
577,278,1,0,0,2014
578,279,0,2,0,2014
579,280,0,0,0,2014
580,281,0,0,0,2014
581,282,0,0,0,2014
582,283,0,0,0,2014
583,284,0,1,0,2014
584,285,0,1,0,2014
585,286,0,0,0,2014
586,287,0,0,0,2014
587,288,0,0,0,2014
588,289,0,1,0,2014
589,290,0,1,0,2014
590,291,0,0,0,2014
591,292,0,0,0,2014
592,293,0,0,1,2014
593,294,0,0,0,2014
594,295,0,0,0,2014
595,296,0,0,0,2014
596,297,0,0,0,2014
597,298,0,0,0,2014
598,299,0,0,0,2014
599,300,0,0,0,2014
600,301,0,0,0,2014
601,302,0,0,0,2014
602,303,0,2,2,2014
603,304,0,0,0,2014
604,305,1,1,1,2014
605,306,1,1,0,2014
606,307,0,2,1,2014
607,308,0,1,0,2014
608,309,0,0,0,2014
609,310,0,0,1,2014
610,311,2,5,5,2014
611,312,2,0,0,2014
612,313,0,0,1,2014
613,314,0,0,2,2014
614,315,1,0,0,2014
615,316,0,0,3,2014
616,317,0,0,0,2014
617,318,0,0,1,2014
618,319,0,0,0,2014
619,320,0,0,2,2014
620,321,0,0,0,2014
621,322,0,0,0,2014
622,323,0,1,1,2014
623,324,0,0,0,2014
624,325,0,0,0,2014
625,326,0,0,0,2014
626,327,0,0,0,2014
627,328,0,0,0,2014
628,329,0,0,0,2014
629,330,0,0,0,2014
630,331,0,1,0,2014
631,332,0,0,0,2014
632,333,0,0,0,2014
633,334,0,0,0,2014
634,335,0,0,0,2014
635,336,0,0,0,2014
636,337,0,0,0,2014
637,338,1,1,1,2014
638,339,0,0,0,2014
639,340,0,0,0,2014
640,341,0,0,2,2014
641,342,1,4,1,2014
642,343,0,1,0,2014
643,344,0,0,1,2014
644,345,2,3,2,2014
645,346,0,1,0,2014
646,347,0,3,1,2014
647,348,0,1,0,2014
648,349,0,0,0,2014
649,350,0,0,0,2014
650,351,0,0,0,2014
651,352,0,1,3,2014
652,353,0,0,0,2014
653,354,0,0,0,2014
654,355,0,2,0,2014
655,356,0,0,0,2014
656,357,0,0,0,2014
657,358,0,0,0,2014
658,359,0,0,0,2014
659,360,0,0,0,2014
660,361,0,0,1,2014
661,362,2,1,2,2014
662,363,0,0,3,2014
663,364,0,2,0,2014
664,365,1,1,0,2014
665,366,0,1,4,2014
666,367,1,2,5,2014
667,368,0,1,0,2014
668,369,1,0,0,2014
669,370,0,0,1,2014
670,371,0,2,0,2014
671,372,0,0,0,2014
672,373,0,0,0,2014
673,374,4,4,0,2014
674,375,0,0,0,2014
675,376,0,0,0,2014
676,377,0,0,0,2014
677,378,2,2,0,2014
678,379,1,0,4,2014
679,380,1,4,0,2014
680,381,1,3,0,2014
681,382,1,0,0,2014
682,383,0,0,0,2014
683,384,0,1,0,2014
684,385,0,0,0,2014
685,386,0,1,1,2014
686,387,0,0,0,2014
687,388,3,0,0,2014
688,389,0,0,0,2014
689,390,0,0,0,2014
690,391,0,2,0,2014
691,392,3,0,0,2014
692,393,0,0,0,2014
693,394,1,3,1,2014
694,395,1,2,1,2014
695,396,1,2,1,2014
696,397,0,0,0,2014
697,398,0,0,1,2014
698,399,4,2,0,2014
699,400,0,0,0,2014
700,401,0,0,0,2014
701,402,0,0,0,2014
702,403,3,3,0,2014
703,404,0,0,0,2014
704,405,0,0,0,2014
705,406,0,0,0,2014
706,407,0,0,0,2014
707,408,0,0,0,2014
708,409,0,1,0,2014
709,410,0,0,0,2014
710,411,1,1,2,2014
711,412,0,0,0,2014
712,413,0,0,1,2014
713,414,0,1,0,2014
714,415,1,3,0,2014
715,416,0,0,0,2014
716,417,1,1,0,2014
717,418,0,0,0,2014
718,419,0,0,0,2014
719,420,0,1,0,2014
720,421,0,0,0,2014
721,422,4,4,1,2014
722,423,2,1,1,2014
723,424,0,0,0,2014
724,425,0,2,2,2014
725,426,0,1,0,2014
726,427,0,2,0,2014
727,428,0,0,0,2014
728,429,1,1,0,2014
729,430,0,2,2,2014
730,431,0,0,0,2014
731,432,0,0,0,2014
732,433,0,0,1,2014
733,434,0,0,1,2014
734,435,0,0,0,2014
735,436,0,0,0,2014
736,437,0,2,1,2014
737,438,1,4,1,2014
738,439,0,0,0,2014
739,440,2,1,0,2014
740,441,0,2,0,2014
741,442,0,0,0,2014
742,443,4,1,0,2014
743,444,0,0,1,2014
744,445,0,0,0,2014
745,446,0,1,1,2014
746,447,0,0,0,2014
747,448,0,3,1,2014
748,449,0,1,3,2014
749,450,0,0,0,2014
750,451,0,0,0,2014
751,452,0,2,1,2014
752,453,0,1,0,2014
753,454,0,0,0,2014
754,455,1,1,0,2014
755,456,0,0,0,2014
756,457,1,0,0,2014
757,458,2,1,0,2014
758,459,2,1,4,2014
759,460,0,1,0,2014
760,461,0,0,0,2014
761,462,0,0,1,2014
762,463,0,0,0,2014
763,464,0,0,2,2014
764,465,0,0,0,2014
765,466,0,0,0,2014
766,467,0,0,0,2014
767,468,0,0,0,2014
768,469,0,2,3,2014
769,470,0,0,0,2014
770,471,1,0,1,2014
771,472,0,0,1,2014
772,473,0,0,1,2014
773,474,0,0,0,2014
774,475,0,0,0,2014
775,476,0,0,1,2014
776,477,0,0,0,2014
777,478,0,0,0,2014
778,479,0,0,0,2014
779,480,0,2,0,2014
780,481,0,0,1,2014
781,482,0,0,0,2014
782,483,0,0,0,2014
783,484,0,0,0,2014
784,485,0,0,0,2014
785,486,0,0,2,2014
786,487,0,0,0,2014
787,488,0,0,0,2014
788,489,0,0,0,2014
789,490,0,0,0,2014
790,491,0,1,3,2014
791,492,1,0,0,2014
792,493,1,0,0,2014
793,494,1,1,1,2014
794,495,1,1,1,2014
795,496,0,0,0,2014
796,497,1,0,3,2014
797,498,0,1,0,2014
798,499,0,0,0,2014
799,500,0,0,0,2014
800,501,3,1,0,2014
801,502,0,0,0,2014
802,503,0,1,1,2014
803,504,0,0,0,2014
804,505,0,0,3,2014
805,506,0,0,0,2014
806,507,0,0,0,2014
807,508,0,0,0,2014
808,509,0,0,0,2014
809,510,0,0,0,2014
810,511,0,0,0,2014
811,512,0,1,0,2014
812,513,0,1,0,2014
813,514,1,0,0,2014
814,515,0,2,2,2014
815,516,0,0,1,2014
816,517,0,0,2,2014
817,518,0,0,0,2014
818,519,0,0,0,2014
819,520,0,0,0,2014
820,521,0,0,0,2014
821,522,0,0,0,2014
822,523,0,0,0,2014
823,524,0,0,0,2014
824,525,0,0,0,2014
825,526,0,0,1,2014
826,527,0,0,0,2014
827,528,0,0,0,2014
828,529,0,0,0,2014
829,530,0,2,4,2014
830,531,0,1,1,2014
831,532,0,6,2,2014
832,533,0,0,1,2014
833,534,1,0,0,2014
834,535,0,0,0,2014
835,536,0,0,0,2014
836,537,0,0,0,2014
837,538,0,3,2,2014
838,539,1,3,3,2014
839,540,2,2,4,2014
840,541,0,0,0,2014
841,542,0,5,2,2014
842,543,0,0,0,2014
843,544,0,0,0,2014
844,545,0,0,1,2014
845,546,0,0,2,2014
846,547,1,1,4,2014
847,548,0,2,0,2014
848,549,2,1,0,2014
849,550,0,0,0,2014
850,551,0,1,0,2014
851,552,0,0,0,2014
852,553,0,0,0,2014
853,554,0,1,0,2014
854,555,0,0,0,2014
855,556,0,1,0,2014
856,557,0,0,0,2014
857,558,0,0,0,2014
858,559,0,0,0,2014
859,560,0,1,1,2014
860,561,0,0,0,2014
861,562,0,2,0,2014
862,563,0,0,0,2014
863,564,0,0,0,2014
864,565,0,0,0,2014
865,566,0,0,0,2014
866,567,0,0,0,2014
867,568,0,0,0,2014
868,569,2,2,4,2014
869,570,0,0,0,2014
870,571,0,2,0,2014
871,572,1,0,0,2014
872,573,0,1,0,2014
873,574,0,1,0,2014
874,575,0,0,0,2014
875,576,0,2,0,2014
876,577,0,0,0,2014
877,578,0,0,0,2014
878,579,0,0,0,2014
879,580,0,2,1,2014
880,581,0,0,0,2014
881,582,0,0,0,2014
882,583,0,1,0,2014
883,584,0,1,0,2014
884,585,0,1,0,2014
885,586,0,0,0,2014
886,587,0,0,0,2014
887,588,0,1,0,2014
888,589,0,1,0,2014
889,590,0,0,0,2014
890,591,0,0,0,2014
891,592,0,1,0,2014
892,593,0,0,0,2014
893,594,0,0,0,2014
894,595,0,0,0,2014
895,596,0,0,0,2014
896,597,0,0,0,2014
897,598,0,0,1,2014
898,599,0,0,0,2014
899,600,0,0,0,2014
900,601,0,0,1,2014
901,602,0,0,0,2014
902,603,0,0,0,2014
903,604,0,0,0,2014
904,605,0,0,0,2014
905,606,0,0,0,2014
906,607,0,0,0,2014
907,608,0,0,0,2014
909,1,0,0,0,2015
910,2,1,2,4,2015
911,3,0,0,0,2015
912,4,0,0,0,2015
913,7,0,1,1,2015
914,8,0,0,0,2015
915,9,0,0,0,2015
916,10,1,0,4,2015
917,12,2,0,2,2015
918,13,0,0,0,2015
919,14,0,0,0,2015
920,15,0,0,0,2015
921,16,0,1,1,2015
922,17,3,2,1,2015
923,18,0,0,1,2015
924,19,0,0,0,2015
925,20,0,0,0,2015
926,22,0,0,1,2015
927,23,1,0,0,2015
928,24,0,0,1,2015
929,26,0,0,0,2015
930,27,0,0,0,2015
931,28,0,0,0,2015
932,29,0,0,0,2015
933,30,0,1,0,2015
934,32,0,0,0,2015
935,33,0,1,0,2015
936,34,0,0,1,2015
937,35,0,0,0,2015
938,36,1,0,0,2015
939,37,0,0,0,2015
940,38,0,0,0,2015
941,39,0,0,0,2015
942,40,0,0,0,2015
943,43,0,0,0,2015
944,46,0,0,1,2015
945,50,1,3,4,2015
946,53,0,0,1,2015
947,54,1,1,1,2015
948,55,0,2,0,2015
949,56,0,0,0,2015
950,57,0,0,0,2015
951,58,0,1,0,2015
952,59,0,0,0,2015
953,60,1,0,0,2015
954,61,2,1,1,2015
955,62,0,0,0,2015
956,63,2,4,4,2015
957,64,1,2,3,2015
958,66,1,0,0,2015
959,67,1,5,2,2015
960,68,1,1,0,2015
961,71,1,0,1,2015
962,72,0,0,0,2015
963,73,0,4,1,2015
964,75,0,0,0,2015
965,76,0,0,0,2015
966,80,0,1,1,2015
967,81,0,0,0,2015
968,82,2,4,1,2015
969,83,0,0,0,2015
970,84,0,0,1,2015
971,85,0,0,1,2015
972,88,0,0,0,2015
973,89,2,0,0,2015
974,90,0,0,1,2015
975,91,1,0,2,2015
976,92,1,0,0,2015
977,94,0,0,0,2015
978,95,0,0,0,2015
979,97,0,3,6,2015
980,98,0,0,0,2015
981,100,1,1,1,2015
982,101,0,0,1,2015
983,102,0,1,2,2015
984,103,0,0,0,2015
985,104,0,0,0,2015
986,107,1,0,1,2015
987,108,0,1,0,2015
988,109,1,3,1,2015
989,110,2,1,1,2015
990,111,0,1,2,2015
991,112,0,0,0,2015
992,114,0,1,1,2015
993,115,0,0,0,2015
994,116,0,0,0,2015
995,117,2,5,4,2015
996,118,0,0,1,2015
997,119,0,1,2,2015
998,121,1,1,0,2015
999,122,0,0,0,2015
1000,124,0,0,0,2015
1001,125,1,1,0,2015
1002,126,0,0,2,2015
1003,127,0,0,1,2015
1004,130,0,1,0,2015
1005,131,0,0,0,2015
1006,132,0,0,0,2015
1007,133,0,0,0,2015
1008,135,0,3,2,2015
1009,138,0,0,1,2015
1010,139,0,0,2,2015
1011,140,0,0,1,2015
1012,141,0,0,0,2015
1013,142,0,0,0,2015
1014,143,4,0,0,2015
1015,144,0,0,0,2015
1016,147,0,0,0,2015
1017,148,0,0,1,2015
1018,150,1,2,0,2015
1019,151,0,2,0,2015
1020,152,0,1,0,2015
1021,153,1,2,1,2015
1022,154,0,0,0,2015
1023,155,0,0,0,2015
1024,156,0,0,0,2015
1025,157,1,1,0,2015
1026,159,0,0,0,2015
1027,160,2,0,0,2015
1028,161,1,0,0,2015
1029,162,0,0,0,2015
1030,163,0,1,0,2015
1031,164,0,0,0,2015
1032,166,0,0,0,2015
1033,167,0,0,0,2015
1034,168,0,0,0,2015
1035,174,0,0,0,2015
1036,180,0,0,0,2015
1037,181,0,0,2,2015
1038,182,0,1,1,2015
1039,183,0,0,0,2015
1040,184,0,0,0,2015
1041,186,0,3,1,2015
1042,188,0,0,0,2015
1043,189,0,0,0,2015
1044,190,0,0,0,2015
1045,191,0,0,0,2015
1046,192,1,0,0,2015
1047,194,0,0,1,2015
1048,195,0,0,0,2015
1049,197,3,1,0,2015
1050,200,0,0,0,2015
1051,201,0,0,0,2015
1052,202,0,0,0,2015
1053,203,1,0,0,2015
1054,204,0,0,0,2015
1055,205,0,0,0,2015
1056,206,0,0,0,2015
1057,207,0,0,0,2015
1058,209,0,0,0,2015
1059,210,0,0,0,2015
1060,212,0,0,0,2015
1061,213,0,0,2,2015
1062,214,0,0,0,2015
