sitename,Occ1,Occ2,Occ3,year
4R173B,0,0,0,2021
4R177A,0,0,0,2021
4R177B,0,0,0,2021
4R178A,1,0,0,2021
4R178B,0,0,0,2021
4R182A,0,0,0,2021
4R182B,0,0,0,2021
4R183A,0,0,0,2021
4R183B,0,0,0,2021
4R187A,0,0,0,2021
4R187B,0,0,0,2021
4R188A,0,0,0,2021
4R188B,0,0,0,2021
4R189A,0,0,0,2021
4R189B,0,0,0,2021
4R190A,0,0,0,2021
4R190B,0,0,0,2021
4R194A,0,0,0,2021
4R194B,0,0,0,2021
4R195A,0,0,0,2021
4R195B,0,0,0,2021
4R196A,0,0,0,2021
4R196B,0,0,0,2021
4R197A,0,0,0,2021
4R197B,0,0,0,2021
4R204A,0,0,1,2021
4R204B,0,0,2,2021
4R205A,0,0,1,2021
4R205B,0,0,0,2021
4R310A,0,0,0,2021
4R310B,0,0,0,2021
4R311A,0,0,0,2021
4R311B,0,0,0,2021
4R312A,0,0,0,2021
4R312B,0,1,0,2021
4R313A,0,0,0,2021
4R313B,0,0,1,2021
4R314A,0,0,1,2021
4R314B,0,0,0,2021
4R315A,0,0,0,2021
4R315B,0,0,0,2021
4R316A,0,0,0,2021
4R316B,0,0,0,2021
4R317A,1,0,0,2021
4R317B,0,0,0,2021
4R318A,0,0,0,2021
4R318B,0,0,0,2021
4R319A,0,1,0,2021
4R319B,0,1,0,2021
4R32A,0,0,0,2021
4R32B,0,0,1,2021
4R338A,0,0,0,2021
4R338B,0,1,0,2021
4R33A,0,0,0,2021
4R33B,0,1,0,2021
4R44A,0,0,0,2021
4R44B,0,0,0,2021
4R45A,0,0,0,2021
4R45B,0,0,0,2021
4R61A,0,1,0,2021
4R61B,0,0,0,2021
4R62A,0,0,0,2021
4R62B,0,0,0,2021
4R75A,0,0,0,2021
4R75B,0,0,0,2021
4R76A,0,0,0,2021
4R76B,0,0,0,2021
4R77A,0,0,0,2021
4R77B,0,0,0,2021
4R78A,0,1,0,2021
4R78B,0,0,0,2021
4R91A,0,0,0,2021
4R91B,0,1,0,2021
4R92A,0,0,0,2021
4R92B,0,0,1,2021
4R93A,0,1,0,2021
4R93B,0,1,0,2021
4R94A,0,0,0,2021
4R94B,1,0,0,2021
4R95A,0,1,1,2021
4R95B,1,1,0,2021
4R96A,2,0,0,2021
4R96B,0,0,0,2021
6R213A,1,0,2,2021
6R241A,0,0,0,2021
6R242A,0,0,0,2021
6R243A,0,0,0,2021
6R246A,0,0,0,2021
6R247A,1,0,0,2021
6R248A,0,1,0,2021
6R249A,0,0,0,2021
6R250A,0,0,0,2021
6R251A,0,0,0,2021
6R252A,0,0,0,2021
6R253A,0,0,0,2021
6R254A,0,0,0,2021
6R255A,0,0,0,2021
6R256A,0,0,1,2021
6R257A,0,0,0,2021
6R258A,0,0,0,2021
6R259A,0,0,0,2021
6R259B,0,0,0,2021
6R260A,0,0,0,2021
6R261A,0,0,0,2021
6R262A,0,0,0,2021
6R263A,0,0,0,2021
6R264A,0,0,0,2021
6R264B,0,0,0,2021
6R265A,0,0,0,2021
6R266A,0,0,0,2021
6R490,0,0,0,2021
6R491,0,1,0,2021
6R501,0,0,2,2021
6R502,0,0,0,2021
6R503,0,2,4,2021
6R504,0,1,1,2021
6R505,0,0,0,2021
6R515,0,0,0,2021
6R516,0,1,0,2021
6R530,0,0,0,2021
6R531,0,0,0,2021
6R532,0,0,1,2021
6R538,0,0,0,2021
6R539,0,0,0,2021
6R540,0,0,0,2021
6R544,0,0,0,2021
6R545,0,0,0,2021
6R546,0,0,1,2021
6R555,0,0,0,2021
6R556,0,0,1,2021
6R557,0,0,0,2021
6R594,0,0,0,2021
6R595,0,0,0,2021
6R596,0,0,0,2021
6R597,0,0,0,2021
6R599,0,0,0,2021
6R600,0,0,0,2021
6R601,0,0,0,2021
6R602,0,0,0,2021
6R604,0,0,0,2021
6R605,0,0,0,2021
7R109A,0,0,0,2021
7R109B,0,0,0,2021
7R110A,0,0,0,2021
7R110B,0,0,0,2021
7R123,0,0,0,2021
7R124,0,0,0,2021
7R125,0,0,0,2021
7R131A,0,0,0,2021
7R131B,0,0,0,2021
7R143A,0,0,0,2021
7R143B,0,0,0,2021
7R144A,0,0,0,2021
7R144B,0,0,0,2021
7R145A,0,0,0,2021
7R145B,0,0,0,2021
7R149,0,1,1,2021
7R151A,0,0,0,2021
7R151B,0,0,0,2021
7R152A,0,0,0,2021
7R152B,0,0,0,2021
7R153A,0,0,0,2021
7R153B,0,0,0,2021
7R159A,0,0,0,2021
7R159B,0,0,0,2021
7R160A,0,0,0,2021
7R160B,0,0,0,2021
7R174,0,0,0,2021
7R175,0,0,2,2021
7R179,0,0,0,2021
7R180A,0,0,0,2021
7R180B,0,0,0,2021
7R181A,0,0,0,2021
7R181B,0,0,0,2021
7R184,0,0,0,2021
7R185A,0,0,0,2021
7R185B,0,1,2,2021
7R186A,0,0,1,2021
7R186B,0,0,0,2021
7R198,0,0,0,2021
7R201A,0,0,0,2021
7R201B,0,0,1,2021
7R202A,0,0,0,2021
7R202B,0,0,0,2021
7R203A,0,0,0,2021
7R203B,0,0,0,2021
7R206A,0,0,2,2021
7R206B,0,0,0,2021
7R207A,0,0,0,2021
7R207B,0,0,1,2021
7R208A,0,0,0,2021
7R208B,0,0,0,2021
7R209A,0,0,0,2021
7R209B,0,0,0,2021
7R210A,0,0,0,2021
7R210B,0,0,0,2021
7R214,1,0,1,2021
7R215,0,0,0,2021
7R226,0,0,0,2021
7R228,0,0,0,2021
7R229,0,0,1,2021
7R230,2,1,1,2021
7R24A,0,0,0,2021
7R24B,0,0,0,2021
7R25A,0,0,0,2021
7R25B,0,0,1,2021
7R304A,1,0,0,2021
7R304B,0,0,1,2021
7R305A,0,0,0,2021
7R305B,0,0,2,2021
7R306A,0,1,0,2021
7R306B,0,0,0,2021
7R307A,1,2,0,2021
7R307B,0,0,0,2021
7R308A,0,0,0,2021
7R308B,2,2,1,2021
7R309A,0,1,1,2021
7R309B,1,1,1,2021
7R30A,0,0,0,2021
7R30B,0,0,0,2021
7R31A,0,0,1,2021
7R31B,0,0,0,2021
7R320A,0,0,0,2021
7R320B,0,0,0,2021
7R339A,0,0,0,2021
7R339B,0,0,0,2021
7R342,1,0,0,2021
7R343,0,0,0,2021
7R344,0,0,1,2021
7R345,1,0,0,2021
7R346,0,0,0,2021
7R347,0,0,2,2021
7R348,1,1,1,2021
7R349,0,0,1,2021
7R350,0,0,1,2021
7R351,0,1,0,2021
7R352,0,0,0,2021
7R353,0,0,0,2021
7R42A,0,1,1,2021
7R42B,0,0,1,2021
7R43A,0,1,0,2021
7R43B,1,1,0,2021
7R58A,0,0,0,2021
7R58B,0,0,0,2021
7R59A,0,0,0,2021
7R59B,0,0,0,2021
7R60A,0,0,0,2021
7R60B,0,0,0,2021
7R674,1,0,0,2021
7R675,0,1,1,2021
7R676,0,0,0,2021
7R677,0,0,0,2021
7R678,1,3,0,2021
7R681,0,0,0,2021
7R682,0,0,0,2021
7R683,3,0,0,2021
7R684,0,1,1,2021
7R686,2,1,1,2021
7R687,0,0,1,2021
7R688,0,1,2,2021
7R689,3,2,1,2021
7R690,1,3,0,2021
7R692,0,1,0,2021
7R693,1,0,1,2021
7R695,0,0,0,2021
7R696,0,0,0,2021
7R71A,0,0,0,2021
7R71B,0,0,0,2021
7R72A,0,0,0,2021
7R72B,0,0,0,2021
7R73A,0,0,0,2021
7R73B,0,0,0,2021
7R74A,0,0,1,2021
7R74B,0,0,0,2021
7R87A,0,0,0,2021
7R87B,0,0,0,2021
7R88A,0,0,0,2021
7R88B,0,0,0,2021
7R89A,0,1,0,2021
7R89B,0,0,0,2021
7R90A,0,0,0,2021
7R90B,0,0,0,2021
8R100A,0,0,0,2021
8R100B,0,0,0,2021
8R134A,0,0,0,2021
8R134B,0,0,0,2021
8R137A,0,0,0,2021
8R137B,0,0,0,2021
8R138A,0,0,0,2021
8R138B,0,0,0,2021
8R140A,0,0,1,2021
8R140B,0,0,0,2021
8R141A,0,0,0,2021
8R141B,1,0,0,2021
8R1801A,0,0,0,2021
8R1801B,1,0,0,2021
8R1802A,0,0,0,2021
8R1802B,1,0,0,2021
8R1804A,0,0,0,2021
8R1804B,0,0,0,2021
8R1819A,0,0,0,2021
8R1819B,0,0,0,2021
8R182,0,1,0,2021
8R1822A,0,0,1,2021
8R1822B,0,0,0,2021
8R1838A,0,0,0,2021
8R1838B,0,0,0,2021
8R1844A,0,0,0,2021
8R1844B,0,0,0,2021
8R1848A,0,0,0,2021
8R1848B,0,0,0,2021
8R1849A,0,0,0,2021
8R1849B,0,0,0,2021
8R1851A,0,0,1,2021
8R1851B,0,0,0,2021
8R1856A,1,0,0,2021
8R1856B,0,0,0,2021
8R1859A,0,0,0,2021
8R1859B,0,0,0,2021
8R185A,0,0,0,2021
8R185B,0,0,0,2021
8R1860A,0,0,1,2021
8R1860B,0,0,0,2021
8R1861A,0,0,0,2021
8R1861B,0,0,0,2021
8R186A,0,0,0,2021
8R186B,0,0,1,2021
8R19A,0,0,0,2021
8R19B,0,0,0,2021
8R2019A,0,0,0,2021
8R2019B,0,0,0,2021
8R294,0,2,0,2021
8R296,0,0,0,2021
8R297,0,0,0,2021
8R298,0,0,0,2021
8R299,0,0,0,2021
8R29A,0,0,0,2021
8R29B,0,0,0,2021
8R30A,0,0,0,2021
8R30B,0,0,0,2021
8R31A,0,0,0,2021
8R31B,0,0,0,2021
8R326,0,0,0,2021
8R327,0,1,1,2021
8R330,0,0,0,2021
8R331,0,0,0,2021
8R332,1,0,0,2021
8R335,0,0,0,2021
8R336,0,0,0,2021
8R356,0,0,0,2021
8R357,0,0,0,2021
8R358,0,0,1,2021
8R359,0,0,0,2021
8R360,0,0,0,2021
8R377,0,0,0,2021
8R390,0,0,0,2021
8R405,0,0,0,2021
8R406,0,0,0,2021
8R407,0,0,0,2021
8R421,0,0,0,2021
8R44A,0,0,0,2021
8R44B,0,0,0,2021
8R454,1,0,0,2021
8R455,0,0,0,2021
8R456,0,0,0,2021
8R45A,0,0,0,2021
8R45B,0,0,0,2021
8R467,0,0,0,2021
8R468,0,0,0,2021
8R496,0,0,0,2021
8R498,0,0,0,2021
8R507,0,2,0,2021
8R508,0,0,0,2021
8R509,0,0,0,2021
8R511,0,1,0,2021
8R519,0,0,1,2021
8R520,0,0,0,2021
8R521,0,0,0,2021
8R522,1,0,0,2021
8R524,0,0,0,2021
8R525,0,0,0,2021
8R528,0,1,0,2021
8R529,0,0,0,2021
8R536,0,0,0,2021
8R537,0,0,0,2021
8R606,0,1,0,2021
8R607,0,0,0,2021
8R617,0,0,1,2021
8R618,0,0,0,2021
8R619,0,0,1,2021
8R625,0,1,0,2021
8R626,2,0,0,2021
8R635,0,0,1,2021
8R636,0,1,0,2021
8R637,1,0,0,2021
8R644,0,1,0,2021
8R645,1,0,0,2021
8R646,0,0,1,2021
8R647,0,0,0,2021
8R648,0,0,1,2021
8R655,0,0,0,2021
8R656,0,0,0,2021
8R657,0,0,0,2021
8R65A,0,0,0,2021
8R65B,0,0,0,2021
8R661,0,0,0,2021
8R72A,0,0,0,2021
8R72B,0,0,0,2021
8R73A,0,0,0,2021
8R73B,0,0,0,2021
8R74A,0,1,1,2021
8R74B,0,0,0,2021
8R95A,0,0,0,2021
8R95B,0,0,0,2021
8R96A,0,1,0,2021
8R96B,0,0,0,2021
8R99A,0,0,0,2021
8R99B,0,0,0,2021
9R100A,0,0,0,2021
9R100B,0,0,0,2021
9R101A,0,1,0,2021
9R101B,0,0,0,2021
9R102A,0,0,0,2021
9R102B,0,1,0,2021
9R104A,0,0,1,2021
9R104B,0,0,0,2021
9R115A,0,0,0,2021
9R115B,0,0,0,2021
9R116A,0,0,0,2021
9R116B,0,0,0,2021
9R117A,0,0,0,2021
9R117B,0,0,0,2021
9R118A,0,0,0,2021
9R118B,0,0,0,2021
9R119A,0,0,0,2021
9R119B,0,0,0,2021
9R11A,0,0,1,2021
9R11B,1,3,0,2021
9R120A,0,0,0,2021
9R120B,1,0,0,2021
9R12A,0,1,0,2021
9R12B,0,0,0,2021
9R133A,0,0,0,2021
9R133B,0,0,0,2021
9R134A,0,0,0,2021
9R134B,0,0,1,2021
9R135A,0,0,0,2021
9R135B,0,0,1,2021
9R136A,0,1,0,2021
9R136B,0,0,0,2021
9R137A,0,0,0,2021
9R137B,0,0,0,2021
9R148A,0,0,0,2021
9R148B,0,0,0,2021
9R17A,0,0,0,2021
9R17B,0,0,0,2021
9R18A,0,0,0,2021
9R18B,0,0,0,2021
9R19A,0,0,0,2021
9R19B,1,0,1,2021
9R1A,0,0,0,2021
9R1B,0,1,0,2021
9R269A,0,0,0,2021
9R273A,0,0,0,2021
9R274A,0,0,0,2021
9R275A,0,0,0,2021
9R278A,0,0,0,2021
9R279A,0,0,0,2021
9R283A,0,0,0,2021
9R284A,0,0,0,2021
9R290A,0,0,0,2021
9R291A,0,0,0,2021
9R296A,0,0,0,2021
9R297A,0,0,0,2021
9R298A,0,0,0,2021
9R299A,0,0,1,2021
9R2A,0,0,0,2021
9R2B,0,0,0,2021
9R300A,0,0,0,2021
9R301A,0,0,0,2021
9R302A,0,1,0,2021
9R303A,0,0,0,2021
9R335A,0,0,0,2021
9R335B,0,0,0,2021
9R336A,0,0,0,2021
9R336B,0,0,4,2021
9R340A,0,0,0,2021
9R34A,0,0,0,2021
9R34B,1,0,0,2021
9R354A,0,0,0,2021
9R35A,0,0,0,2021
9R35B,0,0,0,2021
9R36A,0,0,0,2021
9R36B,0,0,0,2021
9R3A,0,0,0,2021
9R3B,0,0,0,2021
9R46A,0,0,0,2021
9R46B,0,0,0,2021
9R47A,0,0,0,2021
9R47B,0,0,0,2021
9R48A,0,0,0,2021
9R48B,0,0,0,2021
9R49A,0,0,0,2021
9R49B,0,0,0,2021
9R4A,0,0,1,2021
9R4B,0,0,0,2021
9R50A,0,0,0,2021
9R50B,0,0,0,2021
9R51A,0,0,0,2021
9R51B,0,0,0,2021
9R52A,0,0,0,2021
9R52B,0,0,0,2021
9R53A,0,0,0,2021
9R53B,0,0,1,2021
9R54A,0,0,0,2021
9R54B,0,0,0,2021
9R63A,0,0,0,2021
9R63B,0,0,0,2021
9R64A,0,0,0,2021
9R64B,0,0,0,2021
9R65A,0,1,0,2021
9R65B,0,0,0,2021
9R66A,0,0,0,2021
9R66B,0,0,0,2021
9R67A,0,0,0,2021
9R67B,1,0,0,2021
9R68A,0,0,0,2021
9R68B,0,0,0,2021
9R69A,0,0,1,2021
9R69B,0,0,0,2021
9R6A,0,0,0,2021
9R6B,0,0,0,2021
9R70A,0,0,0,2021
9R70B,0,0,0,2021
9R79A,0,0,0,2021
9R79B,0,0,0,2021
9R7A,0,0,0,2021
9R7B,0,0,0,2021
9R80A,0,0,0,2021
9R80B,0,0,0,2021
9R81A,0,0,0,2021
9R81B,0,0,0,2021
9R82A,0,0,0,2021
9R82B,0,0,0,2021
9R83A,0,0,0,2021
9R83B,0,0,0,2021
9R84A,0,0,0,2021
9R84B,0,0,0,2021
9R85A,0,0,0,2021
9R85B,0,0,0,2021
9R86A,0,0,0,2021
9R86B,2,0,0,2021
9R97A,0,0,0,2021
9R97B,0,0,0,2021
9R98A,0,0,0,2021
9R98B,1,0,0,2021
9R99A,0,0,1,2021
9R99B,0,0,0,2021
